Country (Name),ASFIS species (Name),FAO division (Name),Unit (Name),Unit,[1970],S,[1971],S,[1972],S,[1973],S,[1974],S,[1975],S,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S,[2020],S,[2021],S
Liberia,Plain bonito,Tunas (CECAF area),Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,2,,7,,0,,0,M,0,M
Liberia,Pompano,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,19,,20,E,0,,0,,0,,0,M,0,M
Liberia,Pompano dolphinfish,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,11.92,,0,M,0,M
Liberia,Porbeagle,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,6,,1,,0,,0,M,0,M
Liberia,"Porgies, seabreams nei",Morocco coastal,Tonnes - live weight,TLW,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,29,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M
Liberia,"Porgies, seabreams nei",Sherbro,Tonnes - live weight,TLW,100,,100,,100,,100,,376,,613,,321,,249,,361,,931,,284,,26,,37,,72,,404,,143,,271,,15,,80,,43,,0,,0,,30,,12,,18,,42,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M
Liberia,"Rays, stingrays, mantas nei",Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,182,,44,,55,,81,,77,,92,,113,,101,,116,,132,,33,,25,,29,,50,,56,,33,,12,,38,,50,,80,,61,,29,,30,,30,,111,,29,,55,,152,,40,,40,E,40,E,50,E,50,E,50,E,60,E,60,E,60,E,183,,0,,11.79,,0,M,0,M
Liberia,Red pandora,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,540.07,,0,M,0,M
Liberia,Round sardinella,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,17,,5,,184,,1477,,568.32,
Liberia,Royal threadfin,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,65,,33,,611,,197,,1031,,882,,148,,125,,47,,88,,63,,50,,25,,134,,36,,155,,138,,118,,92,,102,,110,,110,,118,,217,,61,,63,,30,,100,E,170,E,240,E,300,E,360,E,430,E,110,E,50,E,17,,21,,327,,230,,0,
Liberia,Sandbar shark,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,3,,0,M,4,
Liberia,Sardinellas nei,Sherbro,Tonnes - live weight,TLW,2000,,2000,,2000,,2000,,2000,,2000,,2000,,2000,,1120,,1211,,546,,1553,,1399,,1375,,1109,,687,,606,,514,,914,,562,,303,,112,,410,,330,,222,,876,,199,,485,,620,,1112,,887,,1358,,1350,,1350,,1355,,386,,508,,1599,,626,,590,E,500,E,420,E,350,E,260,E,200,E,120,E,70,E,49,,272,,70.59,,0,M,0,M
Liberia,Sawfishes,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,48,,0,M,39,,42,,0,M,0,M,0,M,8,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Liberia,Scalloped hammerhead,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,28,,0,
Liberia,"Scorpionfishes, rockfishes nei",Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,192.07,,0,M,0,M
Liberia,Sea catfishes nei,Sherbro,Tonnes - live weight,TLW,100,,100,,100,,100,,100,,100,,100,,100,,99,,222,,397,,328,,298,,462,,403,,167,,267,,192,,165,,160,,93,,52,,114,,59,,63,,7,,77,,0,,4,,31,,21,,210,,210,,200,,31,,394,,106,,187,,61,,60,E,60,E,58,E,56,E,54,E,30,E,10,E,10,E,4,,4,,378.95,,343,,96,
Liberia,Senegalese ladyfish,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,5,,1,,9,
Liberia,Senegalese smooth swimcrab,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,14,,42,,19,
Liberia,Senegalese tonguesole,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,157,,194,,46,
Liberia,"Sharks, rays, skates, etc. nei",Sherbro,Tonnes - live weight,TLW,100,,100,,100,,100,,100,,100,,100,,100,,119,,680,,155,,107,,96,,359,,268,,279,,250,,274,,115,,149,,21,,18,,23,,100,,309,,358,,207,,338,,210,,39,,42,,169,,512,,520,,303,,256,,349,,504,,108,,95,E,80,E,70,E,60,E,50,E,40,E,30,E,30,E,16,,0,,0,,0,M,0,M
Liberia,Shortfin mako,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,116,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,8,,0,
Liberia,Silky shark,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,110,,99,,0,M,0,M,0,M,40,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,188,,85,,21,,10,,0,
Liberia,Silver scabbardfish,Sherbro,Tonnes - live weight,TLW,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M
Liberia,Silver-rag driftfish,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,90.33,,0,M,0,M
Liberia,Skipjack tuna,Tunas (CECAF area),Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,40,,61,,80,,49,,98,,21,,19.23,,29.13,,21.06,,6769.93,,488.85,
Liberia,Smooth puffer,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,1,,1,,57,,77,,0,,0,M,0,M
Liberia,Snake eels nei,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,227,,34,
Liberia,Snappers nei,Sherbro,Tonnes - live weight,TLW,0,N,0,N,0,N,0,N,0,N,1,,0,N,9,,0,,0,,0,,0,,0,,0,,0,,0,,55,,729,,12,,200,,64,,0,,1,,24,,13,,1,,9,,22,,137,,410,,157,,245,,255,,240,,365,,458,,1194,,243,,251,,300,E,340,E,380,E,420,E,460,E,500,E,525,E,525,E,17,,13,,0,M,1,,0,
Liberia,Soles nei,Sherbro,Tonnes - live weight,TLW,0,N,100,,100,,200,,123,,154,,161,,205,,465,,224,,210,,185,,164,,347,,281,,186,,481,,417,,361,,390,,153,,214,,169,,131,,112,,158,,48,,150,,149,,217,,129,,206,,210,,200,,217,,60,,50,,344,,302,,300,E,300,E,300,E,300,E,300,E,300,E,300,E,300,E,186,,0,,0,,0,M,0,M
Liberia,Sompat grunt,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,188,,160,,150,E,142,E,134,E,126,E,118,E,110,E,100,E,100,E,43,,26,,30,,88,,96,
Liberia,Spottail spiny turbot,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,15.08,,68,,11,
Liberia,Spotted eagle ray,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,127,,0,M,0,M
Liberia,"Suckerfishes, remoras nei",Sherbro,Tonnes - live weight,TLW,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,1,,12,,0,N,0,N,0,N,1,,513,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M
Liberia,Swordfish,Tunas (CECAF area),Tonnes - live weight,TLW,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,38,,34,,53,,0,N,24,,16,,30,,19,,35,,3,,0,,7,,14,,26,,28,,112,,543,,21,,39,,42,,34,,35,,30,,39,,85,,0,N,0,M,71,,60,E,55,E,0,,0,,0,,0,,0,,18.28,,94.69,,4.55,,6.76,,3.46,,7.66,
Liberia,Tarpon,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,24,,17,,1,
Liberia,Thresher,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,151,,146,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,5,,7,,0,
Liberia,Tiger shark,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,16,,23,,0,,56,,0,
Liberia,Tilefishes nei,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,7,,1,,13.26,
Liberia,Tonguefishes,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,17,,345,,366.88,,0,M,0,M
Liberia,Tonguesole nei,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,150,,88.54,
Liberia,"Triggerfishes, durgons nei",Sherbro,Tonnes - live weight,TLW,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,2,,0,,0,N,0,N,0,N,0,N,0,N,4,,0,M,5,,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,0,,0,,0,,0.2,,0,M,0,M
Liberia,Tropical spiny lobsters nei,Sherbro,Tonnes - live weight,TLW,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,24,,22,,66,,15,,14,,74,,43,,84,,0,M,0,M,0,M,0,M,4,,6,,10,,0,,8,,26,,4,,41,,36,,40,,40,,4,,39,,95,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,17,,6,,4,,38,,18,
Liberia,Tuna-like fishes nei,Tunas (CECAF area),Tonnes - live weight,TLW,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,45,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.09,,0,M,0,M
Liberia,Wahoo,Tunas (CECAF area),Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,2,,3,,3,,37,,4,
Liberia,West African Spanish mackerel,Tunas (CECAF area),Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,8,,5,,72,,325,,154,
Liberia,West African croakers nei,Sherbro,Tonnes - live weight,TLW,100,,200,,500,,400,,848,,620,,710,,1120,,929,,1090,,894,,884,,1239,,1588,,1084,,507,,1298,,1852,,2122,,2134,,513,,1710,,1016,,800,,646,,1008,,364,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,230,E,230,E,311,,682,,153.17,,151,,1074.7,
Liberia,West African goatfish,Sherbro,Tonnes - live weight,TLW,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,21,,68,,62,,41,,50,,65,,26,,29,,38,,24,,6,,2,,0,N,2,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,26,,24,E,22,E,20,E,18,E,15,E,12,E,10,E,10,E,0,,0,,0.14,,157,,136.8,
Liberia,West African ilisha,Sherbro,Tonnes - live weight,TLW,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,13,,46,,43,,55,,93,,95,,67,,118,,109,,220,,149,,33,,104,,44,,36,,6,,124,,26,,63,,242,,110,,198,,200,,200,,242,,24,,4,,182,,57,,60,E,60,E,60,E,60,E,60,E,60,E,64,E,110,E,158,,324,,274,,701,,530,
Liberia,West African ladyfish,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,2.08,,0,M,0,M
Liberia,White grouper,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,11.53,,174,,765.21,
Liberia,Yellow jack,Sherbro,Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,56,,24,,64,
Liberia,Yellowfin tuna,Tunas (CECAF area),Tonnes - live weight,TLW,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,185,,310,,369,,227,,166,,170,,140,,369,,119,,107,,290,,25,,25,E,25,E,49,,71,,89,,100,,88,,76.23,,87.94,,0.95,,0,,1730.46,,9.8,
FAO. 2023. Fishery and Aquaculture Statistics. CECAF (Eastern Central Atlantic) capture production 1970-2021 (FishStatJ). In: FAO Fisheries and Aquaculture Division [online]. Rome. Updated 2023. www.fao.org/fishery/en/statistics/software/fishstatj
